Sensor4_mean,Sensor4_std,Sensor4_min,Sensor4_max,Sensor5_mean,Sensor5_std,Sensor5_min,Sensor5_max,Sensor8_mean,Sensor8_std,Sensor8_min,Sensor8_max,Sensor9_mean,Sensor9_std,Sensor9_min,Sensor9_max,Label
48.3,1.1595018087284057,47.0,51.0,67.0,2.160246899469287,63.0,70.0,269.8,21.637416152992433,243.0,302.0,68.5,0.5270462766947299,68.0,69.0,scissor
47.4,0.9660917830792959,46.0,49.0,63.5,3.3747427885527643,60.0,69.0,264.2,26.355686715056816,243.0,328.0,67.2,1.398411797560202,65.0,69.0,scissor
46.7,0.8232726023485645,46.0,48.0,60.8,0.7888106377466154,60.0,62.0,248.9,33.404756813630264,208.0,328.0,66.6,1.1737877907772671,65.0,69.0,scissor
46.9,0.8755950357709131,46.0,48.0,62.2,1.6193277068654823,60.0,64.0,258.9,78.41832268885463,191.0,431.0,66.5,1.4337208778404378,64.0,69.0,scissor
47.2,0.9189365834726814,46.0,49.0,63.1,0.9944289260117533,61.0,64.0,246.3,86.20782382643057,158.0,431.0,66.2,1.1352924243950933,64.0,68.0,scissor
46.7,0.9486832980505137,46.0,49.0,69.1,10.6921570425346,61.0,90.0,202.4,21.365600597429715,158.0,233.0,65.9,1.286683937707919,63.0,68.0,scissor
45.7,1.0593499054713802,44.0,47.0,81.2,10.379466909881902,63.0,92.0,236.8,47.55534787078222,176.0,326.0,67.3,2.496664441476534,63.0,71.0,scissor
45.0,1.0540925533894598,44.0,47.0,85.9,2.766867462592951,83.0,92.0,286.5,33.516994031220776,219.0,326.0,70.3,3.1989581637360205,64.0,76.0,scissor
44.8,0.7888106377466154,44.0,46.0,84.8,1.0327955589886444,83.0,86.0,296.4,16.654662343553465,267.0,317.0,67.4,7.074209810603899,55.0,76.0,scissor
44.6,0.9660917830792959,43.0,46.0,83.5,1.6499158227686108,80.0,86.0,263.1,33.17110523064045,224.0,317.0,60.9,6.118278625016463,55.0,71.0,scissor
44.8,0.9189365834726814,43.0,46.0,81.0,1.8856180831641267,78.0,84.0,232.0,8.781293248212995,217.0,241.0,56.3,2.869378562220979,54.0,63.0,scissor
44.7,0.8232726023485645,43.0,46.0,76.8,4.491968140779471,66.0,80.0,222.5,10.287532908007309,208.0,241.0,63.5,10.384282995630143,54.0,81.0,scissor
44.2,0.6324555320336758,43.0,45.0,68.6,6.752777206453653,60.0,79.0,255.5,41.72196330737831,208.0,300.0,75.0,5.57773351022717,65.0,82.0,scissor
43.9,0.7378647873726218,43.0,45.0,60.1,3.6651512019742567,55.0,65.0,293.3,3.529242915351046,288.0,300.0,79.5,3.8078865529319543,71.0,83.0,scissor
43.6,0.9660917830792958,42.0,45.0,56.9,1.1005049346146119,55.0,58.0,287.5,5.759050847723665,281.0,296.0,81.3,0.9486832980505138,80.0,83.0,scissor
43.8,1.0327955589886444,42.0,45.0,56.7,1.0593499054713802,55.0,58.0,282.0,3.3333333333333335,279.0,291.0,80.1,1.1972189997378646,78.0,82.0,scissor
43.4,1.1737877907772674,41.0,45.0,56.8,1.2292725943057181,55.0,59.0,279.6,1.9550504398153572,276.0,283.0,79.2,0.7888106377466154,78.0,80.0,scissor
43.2,0.9189365834726814,41.0,44.0,56.7,1.0593499054713802,55.0,59.0,278.0,2.0,275.0,281.0,79.1,0.7378647873726218,78.0,80.0,scissor
43.7,0.6749485577105528,43.0,45.0,56.1,0.7378647873726218,55.0,57.0,277.7,3.4009802508492553,272.0,284.0,79.1,0.8755950357709131,78.0,81.0,scissor
43.5,0.8498365855987975,42.0,45.0,54.6,1.577621275493231,52.0,57.0,278.7,3.267686915507325,272.0,284.0,79.9,1.286683937707919,78.0,82.0,scissor
43.1,0.8755950357709131,42.0,44.0,53.4,0.8432740427115679,52.0,55.0,279.9,1.66332999331662,277.0,282.0,80.6,0.9660917830792958,79.0,82.0,scissor
43.1,0.8755950357709131,42.0,44.0,52.9,0.7378647873726217,52.0,54.0,279.9,1.523883926754995,277.0,282.0,80.9,0.8755950357709131,80.0,82.0,scissor
43.1,0.7378647873726218,42.0,44.0,52.1,0.5676462121975466,51.0,53.0,278.7,1.7029386365926402,275.0,281.0,80.8,0.7888106377466154,80.0,82.0,scissor
43.2,0.6324555320336758,42.0,44.0,51.4,0.6992058987801011,50.0,52.0,278.6,2.8751811537130436,275.0,285.0,80.3,0.8232726023485645,79.0,82.0,scissor
