Timestamp,Sensor4,Sensor5,Sensor8,Sensor9,Label
2025-04-04 07:39:10,78,35,797,93,scissor
2025-04-04 07:39:10,78,36,804,93,scissor
2025-04-04 07:39:10,78,33,752,92,scissor
2025-04-04 07:39:10,77,32,678,97,scissor
2025-04-04 07:39:10,77,30,758,97,scissor
2025-04-04 07:39:10,78,31,686,96,scissor
2025-04-04 07:39:10,78,30,673,93,scissor
2025-04-04 07:39:10,77,31,712,87,scissor
2025-04-04 07:39:10,77,31,648,91,scissor
2025-04-04 07:39:10,79,31,693,93,scissor
2025-04-04 07:39:10,77,30,681,92,scissor
2025-04-04 07:39:10,77,31,530,91,scissor
2025-04-04 07:39:10,76,31,638,91,scissor
2025-04-04 07:39:10,77,31,686,91,scissor
2025-04-04 07:39:10,76,31,619,89,scissor
2025-04-04 07:39:10,76,34,618,90,scissor
2025-04-04 07:39:10,76,35,626,91,scissor
2025-04-04 07:39:10,76,33,591,91,scissor
2025-04-04 07:39:10,77,32,587,91,scissor
2025-04-04 07:39:10,75,31,609,91,scissor
2025-04-04 07:39:10,75,32,597,90,scissor
2025-04-04 07:39:10,74,33,561,90,scissor
2025-04-04 07:39:10,74,31,540,90,scissor
2025-04-04 07:39:10,73,33,515,89,scissor
2025-04-04 07:39:10,72,33,510,89,scissor
2025-04-04 07:39:10,72,35,503,89,scissor
2025-04-04 07:39:10,72,36,527,90,scissor
2025-04-04 07:39:10,72,40,477,90,scissor
2025-04-04 07:39:10,72,48,511,90,scissor
2025-04-04 07:39:10,72,47,516,90,scissor
2025-04-04 07:39:10,72,48,502,91,scissor
2025-04-04 07:39:10,72,46,513,91,scissor
2025-04-04 07:39:10,71,46,387,92,scissor
2025-04-04 07:39:10,70,49,382,93,scissor
2025-04-04 07:39:10,70,54,398,92,scissor
2025-04-04 07:39:10,71,59,424,92,scissor
2025-04-04 07:39:10,72,58,409,92,scissor
2025-04-04 07:39:10,71,52,404,90,scissor
2025-04-04 07:39:11,72,43,355,91,scissor
2025-04-04 07:39:11,70,42,338,90,scissor
2025-04-04 07:39:11,69,42,338,90,scissor
2025-04-04 07:39:11,69,42,335,90,scissor
2025-04-04 07:39:11,71,42,334,91,scissor
2025-04-04 07:39:11,69,42,331,90,scissor
2025-04-04 07:39:11,71,42,366,89,scissor
2025-04-04 07:39:11,73,45,467,89,scissor
2025-04-04 07:39:12,71,42,483,88,scissor
2025-04-04 07:39:12,72,38,428,88,scissor
2025-04-04 07:39:12,71,35,335,87,scissor
2025-04-04 07:39:12,70,37,335,87,scissor
2025-04-04 07:39:12,71,37,397,89,scissor
2025-04-04 07:39:12,71,37,410,88,scissor
2025-04-04 07:39:12,72,39,433,88,scissor
2025-04-04 07:39:12,71,39,481,88,scissor
2025-04-04 07:39:14,71,38,505,89,scissor
2025-04-04 07:39:14,71,37,470,91,scissor
2025-04-04 07:39:14,72,39,448,91,scissor
2025-04-04 07:39:14,70,39,450,91,scissor
2025-04-04 07:39:14,71,40,450,91,scissor
2025-04-04 07:39:14,70,41,457,91,scissor
2025-04-04 07:39:14,70,43,441,93,scissor
2025-04-04 07:39:14,71,41,430,92,scissor
2025-04-04 07:39:14,70,43,419,90,scissor
2025-04-04 07:39:14,70,42,428,90,scissor
2025-04-04 07:39:14,70,42,344,90,scissor
2025-04-04 07:39:14,69,41,289,90,scissor
2025-04-04 07:39:14,70,41,255,91,scissor
2025-04-04 07:39:14,70,42,242,90,scissor
2025-04-04 07:39:14,70,42,239,90,scissor
2025-04-04 07:39:14,69,41,240,90,scissor
2025-04-04 07:39:14,70,42,255,89,scissor
2025-04-04 07:39:14,70,41,252,89,scissor
2025-04-04 07:39:14,70,42,245,90,scissor
2025-04-04 07:39:14,69,43,256,90,scissor
2025-04-04 07:39:14,70,45,294,89,scissor
2025-04-04 07:39:14,70,45,308,90,scissor
2025-04-04 07:39:15,70,45,369,90,scissor
2025-04-04 07:39:15,69,44,348,89,scissor
2025-04-04 07:39:15,69,44,325,89,scissor
2025-04-04 07:39:15,70,45,333,91,scissor
2025-04-04 07:39:15,69,45,385,90,scissor
2025-04-04 07:39:15,69,48,394,90,scissor
2025-04-04 07:39:15,69,48,378,89,scissor
2025-04-04 07:39:15,69,48,356,89,scissor
2025-04-04 07:39:15,70,49,359,89,scissor
2025-04-04 07:39:15,69,49,365,89,scissor
2025-04-04 07:39:16,70,50,370,90,scissor
2025-04-04 07:39:16,69,50,383,89,scissor
2025-04-04 07:39:16,69,48,381,88,scissor
2025-04-04 07:39:16,69,52,474,89,scissor
2025-04-04 07:39:16,68,51,477,89,scissor
2025-04-04 07:39:16,69,53,460,88,scissor
2025-04-04 07:39:16,68,51,411,88,scissor
2025-04-04 07:39:16,70,54,409,90,scissor
2025-04-04 07:39:16,69,53,411,89,scissor
2025-04-04 07:39:17,69,51,412,88,scissor
2025-04-04 07:39:17,68,49,418,89,scissor
2025-04-04 07:39:17,69,49,420,89,scissor
2025-04-04 07:39:17,68,49,418,89,scissor
2025-04-04 07:39:17,68,48,408,89,scissor
2025-04-04 07:39:17,69,48,401,87,scissor
2025-04-04 07:39:17,68,50,413,89,scissor
2025-04-04 07:39:17,68,51,426,88,scissor
2025-04-04 07:39:17,68,49,219,90,scissor
2025-04-04 07:39:17,68,48,269,88,scissor
2025-04-04 07:39:18,68,48,338,89,scissor
2025-04-04 07:39:18,67,49,286,87,scissor
2025-04-04 07:39:18,68,50,321,89,scissor
2025-04-04 07:39:18,67,49,275,88,scissor
2025-04-04 07:39:18,68,48,272,88,scissor
2025-04-04 07:39:18,68,48,276,87,scissor
2025-04-04 07:39:18,69,48,553,87,scissor
2025-04-04 07:39:18,67,49,530,89,scissor
2025-04-04 07:39:18,68,48,524,87,scissor
2025-04-04 07:39:18,68,50,508,88,scissor
2025-04-04 07:39:19,68,50,511,88,scissor
